"Timestamp","Label","ProjectPath","IncludePython","BundleUsed","ResetExit","InstallExit","InstallTime","LogFile"
"2026-07-24T13:26:39.6429013+02:00","post-fixes-baseline","D:\owntech","False","False","0","1","00:00:58","C:\Users\Unexpected Professor\Documents\code\installer\install_timing_20260724_132541.log"
"2026-07-24T13:42:56.9866954+02:00","post-fixes-baseline-2","D:\owntech","False","False","0","0","00:13:09","C:\Users\Unexpected Professor\Documents\code\installer\install_timing_20260724_132947.log"
"2026-07-24T16:48:51.1162158+02:00","with-vscode-setting","D:\owntech","False","False","0","0","00:13:02","C:\Users\Unexpected Professor\Documents\code\installer\install_timing_20260724_163548.log"
"2026-07-24T19:13:35.8411842+02:00","with-defender-exclusion","D:\owntech","False","False","0","0","00:10:09","C:\Users\Unexpected Professor\Documents\code\installer\install_timing_20260724_190326.log"
"2026-07-26T01:40:58.4150351+02:00","7za+progressfix-verification","D:\owntech","False","True","0","1","00:07:15","C:\Users\Unexpected Professor\Documents\code\installer\install_timing_20260726_013342.log"
"2026-07-26T01:51:41.0345017+02:00","7za+progressfix+spacefix-verification","D:\owntech","False","True","0","0","00:07:32","C:\Users\Unexpected Professor\Documents\code\installer\install_timing_20260726_014408.log"
"2026-07-26T02:45:11.7909076+02:00","real-public-url-verification","D:\owntech","False","True","0","0","00:08:08","C:\Users\Unexpected Professor\Documents\code\OT_installer\install_timing_20260726_023703.log"
